Date,High,Low,Open,Close,Volume,Adj Close
2012-12-31,12.620499610900879,12.137499809265137,12.1875,12.543499946594238,68380000,12.543499946594238
2013-01-02,12.904999732971191,12.663000106811523,12.803999900817871,12.865500450134277,65420000,12.865500450134277
2013-01-03,13.043999671936035,12.818499565124512,12.863499641418457,12.923999786376953,55018000,12.923999786376953
2013-01-04,12.989999771118164,12.832500457763672,12.878999710083008,12.957500457763672,37484000,12.957500457763672
2013-01-07,13.486499786376953,13.133500099182129,13.148500442504883,13.42300033569336,98200000,13.42300033569336
2013-01-08,13.449000358581543,13.178500175476074,13.353500366210938,13.319000244140625,60214000,13.319000244140625
2013-01-09,13.475000381469727,13.270000457763672,13.408499717712402,13.317500114440918,45312000,13.317500114440918
2013-01-10,13.437000274658203,13.114999771118164,13.427000045776367,13.267000198364258,57268000,13.267000198364258
2013-01-11,13.421500205993652,13.205499649047852,13.255000114440918,13.397000312805176,48266000,13.397000312805176
2013-01-14,13.713000297546387,13.376999855041504,13.399999618530273,13.636500358581543,85500000,13.636500358581543
2013-01-15,13.636500358581543,13.46500015258789,13.534000396728516,13.595000267028809,46538000,13.595000267028809
2013-01-16,13.562000274658203,13.391500473022461,13.52649974822998,13.446499824523926,41312000,13.446499824523926
2013-01-17,13.59850025177002,13.46049976348877,13.574999809265137,13.52400016784668,37692000,13.52400016784668
2013-01-18,13.725000381469727,13.479999542236328,13.541500091552734,13.605999946594238,58840000,13.605999946594238
2013-01-22,13.604999542236328,13.46150016784668,13.581000328063965,13.509499549865723,42754000,13.509499549865723
2013-01-23,13.554499626159668,13.332500457763672,13.528499603271484,13.405500411987305,50178000,13.405500411987305
2013-01-24,13.832500457763672,13.468500137329102,13.468500137329102,13.67300033569336,68340000,13.67300033569336
2013-01-25,14.236000061035156,13.720000267028809,13.75,14.19950008392334,99362000,14.19950008392334
2013-01-28,14.223999977111816,13.720000267028809,14.189000129699707,13.802000045776367,86428000,13.802000045776367
2013-01-29,13.77299976348877,12.917499542236328,13.767499923706055,13.017499923706055,203452000,13.017499923706055
2013-01-30,14.210000038146973,13.355500221252441,14.149999618530273,13.637999534606934,261508000,13.637999534606934
2013-01-31,13.79699993133545,13.1850004196167,13.552000045776367,13.274999618530273,135442000,13.274999618530273
2013-02-01,13.446499824523926,13.140000343322754,13.446499824523926,13.25,122300000,13.25
2013-02-04,13.234000205993652,12.953499794006348,13.138999938964844,12.99899959564209,74472000,12.99899959564209
2013-02-05,13.40149974822998,13.072999954223633,13.100000381469727,13.344499588012695,80258000,13.344499588012695
2013-02-06,13.344499588012695,13.055500030517578,13.258000373840332,13.111000061035156,55408000,13.111000061035156
2013-02-07,13.204999923706055,12.755499839782715,13.204999923706055,13.011500358581543,79514000,13.011500358581543
2013-02-08,13.262499809265137,13.02750015258789,13.069999694824219,13.09749984741211,77584000,13.09749984741211
2013-02-11,13.162500381469727,12.829999923706055,13.15999984741211,12.86050033569336,68074000,12.86050033569336
2013-02-12,13.008000373840332,12.850000381469727,12.959500312805176,12.9350004196167,58874000,12.9350004196167
2013-02-13,13.498000144958496,13.015000343322754,13.076499938964844,13.47350025177002,105860000,13.47350025177002
2013-02-14,13.532500267028809,13.270000457763672,13.368499755859375,13.461999893188477,69260000,13.461999893188477
2013-02-15,13.446000099182129,13.155500411987305,13.381500244140625,13.254500389099121,79598000,13.254500389099121
2013-02-19,13.505499839782715,13.225000381469727,13.295499801635742,13.487500190734863,57084000,13.487500190734863
2013-02-20,13.71500015258789,13.318499565124512,13.510000228881836,13.320500373840332,70578000,13.320500373840332
2013-02-21,13.473999977111816,13.162500381469727,13.255999565124512,13.29699993133545,72748000,13.29699993133545
2013-02-22,13.355500221252441,13.080499649047852,13.331000328063965,13.270999908447266,62496000,13.270999908447266
2013-02-25,13.434499740600586,12.982500076293945,13.347000122070312,12.993499755859375,60648000,12.993499755859375
2013-02-26,13.10200023651123,12.786499977111816,13.044500350952148,12.968000411987305,66972000,12.968000411987305
2013-02-27,13.291500091552734,12.843000411987305,12.970000267028809,13.162500381469727,58162000,13.162500381469727
2013-02-28,13.350000381469727,13.031499862670898,13.090499877929688,13.213500022888184,53344000,13.213500022888184
2013-03-01,13.329999923706055,13.052000045776367,13.16349983215332,13.286999702453613,59140000,13.286999702453613
2013-03-04,13.664999961853027,13.206999778747559,13.267999649047852,13.655500411987305,69060000,13.655500411987305
2013-03-05,13.833999633789062,13.499500274658203,13.699999809265137,13.779500007629395,73724000,13.779500007629395
2013-03-06,13.82450008392334,13.591500282287598,13.788000106811523,13.689499855041504,41014000,13.689499855041504
2013-03-07,13.739999771118164,13.592499732971191,13.704999923706055,13.694000244140625,38780000,13.694000244140625
2013-03-08,13.772000312805176,13.574999809265137,13.75,13.709500312805176,37596000,13.709500312805176
2013-03-11,13.69950008392334,13.520000457763672,13.671500205993652,13.562000274658203,38098000,13.562000274658203
2013-03-12,13.869999885559082,13.517999649047852,13.550000190734863,13.706500053405762,64924000,13.706500053405762
2013-03-13,13.824999809265137,13.631999969482422,13.76200008392334,13.755000114440918,37684000,13.755000114440918
2013-03-14,13.5,13.17650032043457,13.483499526977539,13.286999702453613,104534000,13.286999702453613
2013-03-15,13.36299991607666,13.0024995803833,13.24899959564209,13.090999603271484,97318000,13.090999603271484
2013-03-18,13.07450008392334,12.855999946594238,12.96500015258789,12.894499778747559,54404000,12.894499778747559
2013-03-19,12.975000381469727,12.630999565124512,12.920000076293945,12.820500373840332,74770000,12.820500373840332
2013-03-20,12.98799991607666,12.727499961853027,12.90250015258789,12.86400032043457,54778000,12.86400032043457
2013-03-21,12.850000381469727,12.633999824523926,12.805500030517578,12.669500350952148,56128000,12.669500350952148
2013-03-22,12.888500213623047,12.603500366210938,12.727499961853027,12.887499809265137,62492000,12.887499809265137
2013-03-25,12.971500396728516,12.725000381469727,12.928999900817871,12.800999641418457,50278000,12.800999641418457
2013-03-26,13.074000358581543,12.814000129699707,12.852499961853027,13.01550006866455,48420000,13.01550006866455
2013-03-27,13.296500205993652,12.895000457763672,12.9375,13.265000343322754,57498000,13.265000343322754
2013-03-28,13.369000434875488,13.20300006866455,13.291000366210938,13.32450008392334,49474000,13.32450008392334
2013-04-01,13.369999885559082,13.05049991607666,13.348999977111816,13.080499649047852,50496000,13.080499649047852
2013-04-02,13.294500350952148,13.02750015258789,13.119999885559082,13.166000366210938,52622000,13.166000366210938
2013-04-03,13.183500289916992,12.887499809265137,13.105999946594238,12.951499938964844,48276000,12.951499938964844
2013-04-04,13.020500183105469,12.805999755859375,12.96150016784668,12.954000473022461,39288000,12.954000473022461
2013-04-05,12.809000015258789,12.683500289916992,12.78600025177002,12.77400016784668,51148000,12.77400016784668
2013-04-08,12.984000205993652,12.781499862670898,12.795999526977539,12.947500228881836,45912000,12.947500228881836
